"","RMSE","MAE","MAPE","R2","WPOCID","Theil"
"MLP",5546.8742551283,3678.0635274472,6.54144881899341,0.992226100541886,0.1,5.44353800625266
"DESTC",1621.48598515092,1071.25015113212,2.63043630479322,0.995943431879409,0.176923076923077,0.459125090214657
"DESTCRI",1572.34035041032,1073.35087225383,2.66931257246439,0.996171752737513,0.184615384615385,0.430967313223221
"cSA",8162.91924383351,5063.23210683443,7.96984525671435,0.97979564463965,0.153846153846154,11.8419709916211
"cSM",6357.95265714243,3911.34809479486,6.49942032164987,0.979149722357522,0.169230769230769,7.14065387400333
"cSVR",29795.3347998933,24307.2260558442,53.3689119374809,0.809072857313358,0.223076923076923,155.900028962515
"cELM",6899.85739739791,5426.38885937121,11.5118230495572,0.985050264735816,0.238461538461539,8.54024180269003
"cMLP",77833.926230453,61505.2209591402,193.538786082338,0.173893638013288,0.569230769230769,1086.77543759536
"DSLA",15182.5599977296,9183.28996571478,13.6596840356311,0.893391248128196,0.292307692307692,41.0278196328308
"DESLA_m",10658.0909255042,6779.69713302581,10.7848762829788,0.951522890786174,0.215384615384615,20.2110444028462
"DESLA_a",9479.34896272222,5979.2021748104,9.39230239554445,0.972215036778995,0.161538461538462,15.9680360127205
"Oracle",523.95251331335,215.245881572913,0.523665910342999,0.999567824973035,0.0307692307692308,0.0492456681880647
