"bestPar.lag","bestPar.kernel","bestPar.gamma","bestPar.cost","bestPar.epsilon","bestPar.tolerance","MSE_min","proc_time"
7,"linear",1,100,0.01,0.001,0.000774461572860837,658.349999999977
