"Target","ARIMA","ETS","SVR","ELM","XGB","LSTM","MLP"
58426.4285714286,50653.5205853567,52878.0749264742,49641.6397052648,50373.1451844214,59392.1513850008,55851.161504297,50792.9230037984
58916.5714285714,63500.091518509,59636.8894031151,66048.7134266324,65473.9504535096,59725.0504650615,57162.4019769771,49624.7269463198
59044.2857142857,56804.2980839531,59378.1292185414,56472.4287981711,56482.7235310313,59001.4031590961,57231.6333830016,49705.7044758626
61669.7142857143,58922.0589182588,59146.7557956368,60489.9993884845,60350.018731093,59560.3741181975,57020.7310177542,49745.7550671782
66114.4285714286,67032.0211945508,63711.8361233896,62321.9291584579,62481.4880778858,60822.5647880009,57705.0349597363,52252.5120966718
70655,65307.777349743,69642.2748789288,70837.3408331101,70373.708488175,63515.9119619869,59917.3701759123,54904.1636070694
79842.7142857143,78579.062185617,74288.6579157349,74223.8585976399,74188.6573763641,67255.8274668114,62640.297901795,57710.1136719556
81242.2857142857,84901.4348990548,87081.6463359351,88451.1367350567,88430.4193029097,73754.3703032902,67422.19500947,62430.989360463
81810.8571428572,80734.9686428628,82543.0099132015,79459.029843935,79706.3190847002,77588.8134033566,70704.770172772,63398.5378490119
82030.2857142857,85267.4906131994,82225.1081963238,85195.0883730505,85571.4877283205,80962.2160304955,73275.0495412747,63201.3802932217
83668.2857142857,80037.886893663,82202.9826577748,81034.9620472047,81412.2425462622,81882.0215492816,75025.1911964814,62910.8379805599
85570.5714285714,87209.0497178249,84944.8626572047,88008.9173320677,87697.4051442892,83200.6417854286,76654.8069647324,62576.5039464916
87230.7142857143,85951.3718977269,87092.9565713651,85978.8572580258,86194.383601387,84525.3400767644,77717.7645202705,63342.4926453488
88488.7142857143,88387.6710402479,88561.8871523431,88590.7487802324,88579.9381926628,86153.7873824664,78804.157949652,64088.9762193759
89602.1428571429,90657.3588125177,89498.0434850094,89213.8026815163,89277.3164647607,87633.9834398542,79866.3724040077,64680.2643926598
89133,88742.754851724,90489.9081185951,90795.6985249338,90779.6410014004,88955.6580781028,80939.4105114483,65022.1831836246
88968.7142857143,90395.6356533531,88788.2675545868,88494.8387938941,88546.0985237023,89393.8930319831,81424.5479620298,64711.9153781959
89523,87706.0418045444,88820.2091763036,89407.5558883036,89427.0677373439,89624.1109031382,81715.577134087,64429.624051077
89328.7142857143,91076.9109731997,89952.859327659,89915.9209837789,89858.0337046518,89784.0672762848,82031.2465163867,64499.854800071
89651.5714285714,88255.9855571241,89193.6964121308,89085.3555055485,88985.225396954,89779.9776573635,82070.9332443646,64333.3078881616
89740.5714285714,90424.8445210618,89893.8320673902,89960.6919060722,89949.2257926392,90034.6819936888,82161.038106362,64498.4813440925
89821.8571428571,89875.1683110202,89819.54693245,89374.9360139936,89304.7322204261,90085.3666191669,82248.2115623156,64578.4492809943
89772.7142857143,89236.9211454719,89885.3507999714,90202.6524989762,90090.0481445986,90248.1826506569,82354.1111680667,64551.4157724608
89875.2857142857,90768.0724302647,89735.8772628324,89401.9775954556,89375.9884656886,90264.1413891542,82374.9589998609,64561.3630786339
91360.1428571429,88843.0398256796,89953.2134272314,90096.7332821513,89996.6296888263,90339.2202327592,82447.6496700105,64561.1683348758
92505.4285714286,93972.2715351452,92518.715291904,92809.5922547993,92693.9880281866,91049.881204957,82945.5787106014,65132.3876513981
93662,92068.9528994115,93435.5750168975,92991.852716395,92894.9842968087,91899.1792336191,83518.9863319851,65655.1875198398
94526.1428571429,95313.9065158727,94582.1935801156,94761.4341709635,94727.3667771302,93081.4993383998,84222.1240453152,66156.970436908
96375.8571428571,95151.4818766432,95220.8720421356,94861.572882553,94879.9533845773,94059.7484839757,84934.4659636361,66532.359530097
96623.5714285714,97654.1386603134,97829.9130404236,98541.8377444336,98447.4859180204,95494.2002575397,86001.6412589891,67082.3005286228
96465.4285714286,97004.4181184454,96859.2225925294,96100.1953431419,96132.6697443682,96261.6854084333,86616.6727962607,67167.6444182169
96940.4285714286,95815.9007331776,96335.8116546092,96822.0392852107,96857.5662636099,96814.0197052501,86991.7697738125,67012.3772697733
96751.5714285714,98529.7454993027,97303.4365979721,97209.7293447015,97221.7873960752,97140.2462491762,87393.341652802,67083.4279924858
94832.1428571429,95133.0840990412,96618.370124526,96675.3080662075,96562.0472204334,97163.2670113246,87545.9797605106,66858.6731962306
92940,94058.8254263952,93330.184699931,92813.6332179518,92871.1507132372,96362.8086672737,86980.0338999657,66139.8534855332
90225.8571428572,91369.6810045582,91417.4873081197,91479.2972937601,91474.4769996926,95059.6654350644,86156.2063049362,65330.8007919448
89794.5714285714,87578.5435219973,88076.7345689092,87685.8636250099,87560.1070813959,92892.2186551435,84854.9285129365,64087.3362719388
89622.4285714286,90912.7973376185,89400.5602397477,90331.6530275029,90095.1513561217,91604.6139249007,83949.6160296258,63725.5843666565
87593,87864.9320518864,89496.518609083,88384.36499621,88194.5454977297,90572.4617570014,83168.3860692751,63856.5956675382
83977.7142857143,86347.987403859,86013.0929768592,85519.608210709,85367.9893655739,89348.2409952027,82021.3658330781,63236.7570343415
80265.5714285714,80907.5180296,81111.4077408697,80276.0781186339,80315.591491964,87111.7626778512,80297.0226009914,61864.3823961076
76223.2857142857,77246.2215193525,77294.5761113182,77490.1994219689,77307.4730583342,84088.7245709783,78302.8362678006,59911.6406095539
72315.2857142857,73378.9677267516,73004.6123715954,72857.2220833566,72609.6357640546,80418.5427060808,75794.9056509222,57582.443763977
71384,68505.6597449701,69193.5322679234,68936.0683831727,68697.8089414402,76631.4018399034,72897.9897516341,55388.686077362
70826.2857142857,72186.1771700232,70584.5535101134,70746.4804961343,70629.7569437841,74124.106702657,70747.9212897108,55035.9795071625
65662.4285714286,68564.5362252332,70396.0638320579,69387.5896443,68989.9060717496,72378.6183983031,69102.4287803343,55227.1820038216
60848.7142857143,61030.1143620731,61636.8527651535,59965.4056215327,59853.1327387424,69365.6300943182,66348.1473093884,52813.7328586635
56952,58537.2358725408,56969.067532848,57321.6785518138,57280.1637129135,65818.2239192667,63358.2463904165,49855.436801706
54213.2857142857,52619.0508897056,53827.3661618617,53539.2271059879,53447.0982095847,61568.909991463,60376.4170877366,46884.410652768
52293.2857142857,53068.3852236532,52013.737895692,52757.5156327079,54129.1772185788,58072.8444208645,57440.578060996,44531.3218229668
51975.1428571429,50013.5977863641,50754.9312327184,49586.8883069793,51289.6828965092,55286.3431076152,54629.103423181,43770.1197206917
51860.1428571428,52036.9919160803,51696.7421995918,51534.5924877542,52322.7445442671,53765.9478386754,52787.4936996698,44204.0805615641
49296.8571428572,51636.7882723292,51776.4012042704,51108.1442997028,50791.7341984497,52924.8700465418,51641.6675502005,44823.4118360224
46878.2857142857,45890.3876429826,47301.8523836655,46456.8577502069,46303.6152141719,51475.3768800781,50155.829048662,43417.0185381401
45027.2857142857,46797.3430505088,44928.64186956,45248.3614010294,45152.7842700268,49749.8959344569,48599.7546732937,41578.1249775716
43766.1428571429,42135.7039259497,43540.2328728283,43472.8432098928,43229.9078359547,47682.1784580549,47080.9839772837,39907.0082894904
43032,43696.3042810705,42753.2604162622,43165.7504711716,42849.8031221453,46006.1060538122,45591.6400880984,38652.4894987912
42705.4285714286,42106.629984353,42440.7989270399,41921.0264404102,41751.8250123028,44767.8381172475,44216.5339124146,38393.8595382883
42610.8571428571,42069.9078210115,42441.1039061281,42218.0626141447,41985.4430293582,44002.7616391523,43254.5817444949,38509.2554646674
40935,43309.3656367153,42534.0636129778,42399.6152558716,42191.3568089215,43602.8604566143,42669.4894976219,38753.5922582887
40311.8571428572,37960.4675496482,39630.8097870483,39031.405282506,38912.3861283489,42644.9876579444,41779.9820077362,37619.7274754388
39809.2857142857,41849.6598613895,39783.0101940194,40471.0480236338,40325.0765216242,41979.8044781117,41108.1980394693,36985.3599329165
39164.7142857143,37817.3310722,39413.2528865923,38986.8891840982,38801.4685607807,41136.5845046384,40498.9063182274,36591.5726794175
38038.5714285714,39299.929145421,38654.7284907779,38994.4175527167,38782.484731633,40529.7424548808,39847.467947852,35968.1569108736
37831.1428571429,37164.5112360154,37148.6786415906,36535.956008824,36480.9239800799,39666.0487626223,38977.9678166991,35262.021168635
37625.4285714286,37205.4936237368,37644.3574250535,38108.7135259471,37902.0637030897,39144.3251096862,38448.6542820306,35043.3546772401
37054,38356.8896569447,37467.8804053722,37196.7463423584,37012.3600966785,38659.9102609441,38010.8703136955,34964.0683434918
35473,35178.1565645308,36605.694202682,36633.6843001179,36484.3785445913,38251.4147288686,37513.3820089783,34553.1846379609
34293.4285714286,35359.0950324085,34228.8777043996,33719.2627166071,33660.8347710878,37297.1293152173,36662.8642694099,33326.2528380553
33289.5714285714,32684.9950698161,33337.3926543735,33777.1428634944,33614.0130200249,36271.685557303,35804.8642696596,32080.8870039894
32820,32841.6653440539,32488.1532256864,32361.4721363421,32177.3550517686,35111.0076338564,34869.202509091,31073.744034506
32593.5714285714,32525.7484368435,32436.6471076131,32679.4940610338,32463.4494692163,34319.9123647043,34035.8657813441,30604.9496851024
32564.8571428571,31969.5760057172,32412.2228868509,32064.5640410066,31908.0103150931,33765.0771480458,33352.5381205706,30674.2887126775
31950.7142857143,33105.961670895,32540.0791405572,32567.7015376725,32375.8850345321,33517.8550719023,32943.2994873126,30858.1473197199
31302,30607.256801625,31473.7235530316,31168.2266538279,31040.8662561364,33115.4017211653,32502.9326017641,30512.4925234999
