"bestPar.lag","bestPar.kernel","bestPar.gamma","bestPar.cost","bestPar.epsilon","bestPar.tolerance","MSE_min","proc_time"
10,"linear",1,100,0.001,0.001,0.00118777391209757,321.950000000012
