"Target","ARIMA","ETS","SVR","ELM","XGB","LSTM","MLP"
9025.85714285714,1469.38584597236,1666.09310523499,1366.01076723932,1555.01571392539,4908.08047814028,1379.1018413504,654.488275168197
9025.85714285714,13609.6717122716,14156.076625911,12572.6341615233,13374.4065791464,6139.5591054502,11017.7436840179,4635.39186168285
9025.85714285714,7991.41445624194,11226.5835355234,9701.70441572542,8453.17206042469,7236.28308441667,9788.43229883484,7963.87442732141
16546.7142857143,10834.6788906625,9970.39058517033,9072.13692674797,5565.57736203926,10603.9662091363,11066.8399195089,9664.04272153264
16546.7142857143,22289.7471199189,22461.4726131043,20043.2796654604,19568.9115901915,12459.095805337,19251.8730315992,15960.2300921934
16546.7142857143,14041.5640688809,19084.7402266353,18151.9006020148,20006.0724214474,13933.1136050891,18125.151420264,18688.6483329251
16546.7142857143,21535.5412449924,17636.2027600363,17506.2350617143,19229.606474755,17614.818248245,18543.139487136,20954.0201121001
17105,13461.87740764,17014.6459399166,16094.654557359,23973.2994195755,17748.6463220559,16883.2588629921,19967.7888374102
17105,19994.6863560862,17608.108071905,18251.2252466614,19306.2531457513,17931.4537189404,17311.9766978494,19870.5805246887
17105,16576.6655476007,17321.2528079956,17914.0608340722,19563.2754824564,18037.1948931756,17097.7233505888,20148.2283216005
19099.5714285714,16194.3133751902,17197.9104986324,17070.8513197019,17020.7656625271,18310.4907562193,17303.621822404,17363.0534645915
19099.5714285714,23225.9086824363,20258.9853587851,20069.766564394,19960.896003353,18780.5903519761,19893.9839477198,18550.5311438583
19099.5714285714,15092.0809167511,19597.9870027407,19331.140401712,20038.7869673887,19162.3739585848,19619.2188271312,19276.1175260515
19099.5714285714,23803.9620090484,19313.6901628109,19166.4300505703,19615.5243971011,20138.7811002845,19696.3426335085,19822.8558289011
21899.5714285714,15501.9434761239,19191.5655694517,18927.2499770766,18741.432369417,20174.2736162742,19255.3838940461,20047.282301443
21899.5714285714,26268.1716536587,23541.9133281674,23553.4094819658,22829.1045650443,20834.5775005221,22995.0387071144,21415.0005392943
21899.5714285714,20922.0514450058,22605.5121541884,22353.3205973848,23127.9282547125,21364.9026959283,22626.3841904913,22479.0919940954
